Player,Pos,Team,Rank,Fan Pts,Cur Team,Owner,Draft Team,Draft Owner,Rd,Pick,ADP,% Draft,GP,G,A,P,PIM,SOG,HIT,BLK,W,SV,SV%,GA,SO,% Own,Fan Pts/GP,ID
Leo Loof,D,STL,1437,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30501
Matt Nieto,LW,PIT,1438,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5415
Fabian Wagner,C,WPG,1439,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30538
Magnus Hellberg,G,DAL,1440,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5406
Joel Blomqvist,G,PIT,1441,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30174
Mitchell Gibson,G,WSH,1442,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30168
Kai Schwindt,LW,FLA,1443,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.9574
Hunter McKown,C,CBJ,1444,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30115
Isaac Poulter,G,WPG,1445,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.9585
Andreas Athanasiou,C,CHI,1446,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5800
Nolan Burke,C,SJ,1447,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.9607
Chris Driedger,G,FLA,1448,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5767
Aidan McDonough,LW,PIT,1449,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30106
Jimmy Vesey,LW,COL,1450,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5757
Devin Shore,C,MIN,1451,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5750
Devon Levi,G,BUF,1452,0.00,,,,,,,,,,,,,,,,,,,,,,1.0,,465.p.30111
Ville Ottavainen,D,SEA,1453,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30117
Justin Schultz,D,SEA,1454,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5714
Martin Frk,RW,CGY,1455,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5738
Sean Farrell,C,MTL,1456,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30129
Chase Bradley,LW,COL,1457,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30133
Brock McGinn,LW,ANA,1458,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5736
Phillip Di Giuseppe,LW,WPG,1459,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5727
Akito Hirose,D,VAN,1460,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30150
Jake Livingstone,D,FLA,1461,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.30151
Oscar Dansk,G,ANA,1462,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.5720
Jaxson Stauber,G,UTA,1463,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.9232
Brandon Scanlin,D,NYR,1464,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.9229
Marc McLaughlin,C,NJ,1465,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.9226
Remi Poirier,G,DAL,1466,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8823
Dylan Garand,G,NYR,1467,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8741
William Villeneuve,D,TOR,1468,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8760
Jesper Vikman,G,VGK,1469,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8763
Tyler Tullio,RW,UTA,1470,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8764
Isaak Phillips,D,WPG,1471,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8779
Will Cranley,G,STL,1472,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8802
Brandon Halverson,G,TB,1473,0.00,,,,,,,,,0,,,,,,,,0,0,,0,0,,,465.p.6428
Garin Bjorklund,G,WSH,1474,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8817
Adam Raska,RW,MIN,1475,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8838
Jack Thompson,D,SJ,1476,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8731
Ronan Seeley,D,CAR,1477,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8844
Andreas Englund,D,NSH,1478,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6409
Mike Hardman,LW,NJ,1479,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8859
Adam Scheel,G,NJ,1480,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8864
Walker Duehr,RW,WPG,1481,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8865
Brendan Lemieux,LW,CAR,1482,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6400
Jakub Vrana,LW,NSH,1483,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6379
Tomas Nosek,LW,FLA,1484,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6366
Brandon Coe,RW,SJ,1485,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8736
Mark Friedman,D,VAN,1486,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6455
Jordan Oesterle,D,NSH,1487,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6346
Helge Grans,D,PHI,1488,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8675
Colin White,C,SJ,1489,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6763
Joe Hicketts,D,LA,1490,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6673
Pierre Engvall,LW,NYI,1491,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6555
Kevin Labanc,RW,CAR,1492,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6539
Brendan Brisson,C,NYR,1493,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8669
Clark Bishop,C,CGY,1494,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6495
Roby Jarventie,LW,EDM,1495,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8673
Max Willman,C,NJ,1496,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6489
Thomas Bordeleau,C,NJ,1497,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8678
Calle Clang,G,ANA,1498,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8715
Kaapo Kahkonen,G,MTL,1499,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.6477
Vasily Ponomarev,C,PIT,1500,0.00,,,,,,,,,,,,,,,,,,,,,,,,465.p.8692
